,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,0.0,-0.014370662912521204,-0.01437049947740987,-0.014375368632520131,-0.014375368632520131,-0.014365868609573947,-0.014373927628673762,-0.014374244923622576,-0.014375368632520131,0.0,0.0,-1.6904348626390397,-1.1784456558593774,0.7642705358088537,1.358612645454778,-1.1670299845191008,0.17711863462498842,-0.02411858054275633,1.6675783253917362,0.0,-3.257158877469041,0.14578036154979435,0.06410136542630333,2.2727386631760274,0.9289981845807104,-1.120571587507754,-0.38735363083638275,1.0117949789991068,0.885165540310102,0.0,0.0,-1.6682075518635333,-1.3916366929170811,0.0856039623470262,-0.009169908202052325,2.4660523906509835,-0.6395362877243256,0.5624000188057146,0.43908820197537163
1,0.0,-0.014370662912521204,-0.01437049947740987,-0.014375368632520131,-0.014375368632520131,-0.014365868609573947,-0.014373927628673762,-0.014374244923622576,-0.014375368632520131,-0.014375368632520131,0.0,-1.6904348626390397,-1.1784456558593774,0.7642705358088537,1.358612645454778,-1.1670299845191008,0.17711863462498842,-0.02411858054275633,1.6675783253917362,0.13955772352804738,-3.257158877469041,0.14578036154979435,0.06410136542630333,2.2727386631760274,0.9289981845807104,-1.120571587507754,-0.38735363083638275,1.0117949789991068,0.885165540310102,-0.016662709745475204,0.0,-1.6682075518635333,-1.3916366929170811,0.0856039623470262,-0.009169908202052325,2.4660523906509835,-0.6395362877243256,0.5624000188057146,0.43908820197537163,1.7275211312396337
2,-0.014370662912521204,-0.01437049947740987,-0.014375368632520131,-0.014375368632520131,-0.014365868609573947,-0.014373927628673762,-0.014374244923622576,-0.014375368632520131,-0.014375368632520131,-0.014376145571736611,-1.6904348626390397,-1.1784456558593774,0.7642705358088537,1.358612645454778,-1.1670299845191008,0.17711863462498842,-0.02411858054275633,1.6675783253917362,0.13955772352804738,-2.1412336626124135,0.14578036154979435,0.06410136542630333,2.2727386631760274,0.9289981845807104,-1.120571587507754,-0.38735363083638275,1.0117949789991068,0.885165540310102,-0.016662709745475204,-0.5940389378869382,-1.6682075518635333,-1.3916366929170811,0.0856039623470262,-0.009169908202052325,2.4660523906509835,-0.6395362877243256,0.5624000188057146,0.43908820197537163,1.7275211312396337,-0.8571700428885658
3,-0.01437049947740987,-0.014375368632520131,-0.014375368632520131,-0.014365868609573947,-0.014373927628673762,-0.014374244923622576,-0.014375368632520131,-0.014375368632520131,-0.014376145571736611,-0.014377926194445936,-1.1784456558593774,0.7642705358088537,1.358612645454778,-1.1670299845191008,0.17711863462498842,-0.02411858054275633,1.6675783253917362,0.13955772352804738,-2.1412336626124135,-0.7912645159200287,0.06410136542630333,2.2727386631760274,0.9289981845807104,-1.120571587507754,-0.38735363083638275,1.0117949789991068,0.885165540310102,-0.016662709745475204,-0.5940389378869382,0.027476085928295493,-1.3916366929170811,0.0856039623470262,-0.009169908202052325,2.4660523906509835,-0.6395362877243256,0.5624000188057146,0.43908820197537163,1.7275211312396337,-0.8571700428885658,-1.0753058481718443
4,-0.014375368632520131,-0.014375368632520131,-0.014365868609573947,-0.014373927628673762,-0.014374244923622576,-0.014375368632520131,-0.014375368632520131,-0.014376145571736611,-0.014377926194445936,-0.014380353115505208,0.7642705358088537,1.358612645454778,-1.1670299845191008,0.17711863462498842,-0.02411858054275633,1.6675783253917362,0.13955772352804738,-2.1412336626124135,-0.7912645159200287,-1.3033588901855002,2.2727386631760274,0.9289981845807104,-1.120571587507754,-0.38735363083638275,1.0117949789991068,0.885165540310102,-0.016662709745475204,-0.5940389378869382,0.027476085928295493,-0.6162861133310288,0.0856039623470262,-0.009169908202052325,2.4660523906509835,-0.6395362877243256,0.5624000188057146,0.43908820197537163,1.7275211312396337,-0.8571700428885658,-1.0753058481718443,0.3904370838434861
5,-0.014375368632520131,-0.014365868609573947,-0.014373927628673762,-0.014374244923622576,-0.014375368632520131,-0.014375368632520131,-0.014376145571736611,-0.014377926194445936,-0.014380353115505208,-0.014379007229916392,1.358612645454778,-1.1670299845191008,0.17711863462498842,-0.02411858054275633,1.6675783253917362,0.13955772352804738,-2.1412336626124135,-0.7912645159200287,-1.3033588901855002,-0.039581232734786094,0.9289981845807104,-1.120571587507754,-0.38735363083638275,1.0117949789991068,0.885165540310102,-0.016662709745475204,-0.5940389378869382,0.027476085928295493,-0.6162861133310288,-0.26278190693894826,-0.009169908202052325,2.4660523906509835,-0.6395362877243256,0.5624000188057146,0.43908820197537163,1.7275211312396337,-0.8571700428885658,-1.0753058481718443,0.3904370838434861,-0.47729855280262895
6,-0.014365868609573947,-0.014373927628673762,-0.014374244923622576,-0.014375368632520131,-0.014375368632520131,-0.014376145571736611,-0.014377926194445936,-0.014380353115505208,-0.014379007229916392,-0.014375368632520131,-1.1670299845191008,0.17711863462498842,-0.02411858054275633,1.6675783253917362,0.13955772352804738,-2.1412336626124135,-0.7912645159200287,-1.3033588901855002,-0.039581232734786094,0.44872694401571556,-1.120571587507754,-0.38735363083638275,1.0117949789991068,0.885165540310102,-0.016662709745475204,-0.5940389378869382,0.027476085928295493,-0.6162861133310288,-0.26278190693894826,-2.3519692373660446,2.4660523906509835,-0.6395362877243256,0.5624000188057146,0.43908820197537163,1.7275211312396337,-0.8571700428885658,-1.0753058481718443,0.3904370838434861,-0.47729855280262895,0.6388685914164189
7,-0.014373927628673762,-0.014374244923622576,-0.014375368632520131,-0.014375368632520131,-0.014376145571736611,-0.014377926194445936,-0.014380353115505208,-0.014379007229916392,-0.014375368632520131,-0.014375368632520131,0.17711863462498842,-0.02411858054275633,1.6675783253917362,0.13955772352804738,-2.1412336626124135,-0.7912645159200287,-1.3033588901855002,-0.039581232734786094,0.44872694401571556,-1.4371312334142428,-0.38735363083638275,1.0117949789991068,0.885165540310102,-0.016662709745475204,-0.5940389378869382,0.027476085928295493,-0.6162861133310288,-0.26278190693894826,-2.3519692373660446,0.4958717216128302,-0.6395362877243256,0.5624000188057146,0.43908820197537163,1.7275211312396337,-0.8571700428885658,-1.0753058481718443,0.3904370838434861,-0.47729855280262895,0.6388685914164189,-0.5884568491019366
8,-0.014374244923622576,-0.014375368632520131,-0.014375368632520131,-0.014376145571736611,-0.014377926194445936,-0.014380353115505208,-0.014379007229916392,-0.014375368632520131,-0.014375368632520131,-0.014375368632520131,-0.02411858054275633,1.6675783253917362,0.13955772352804738,-2.1412336626124135,-0.7912645159200287,-1.3033588901855002,-0.039581232734786094,0.44872694401571556,-1.4371312334142428,1.3895569260908311,1.0117949789991068,0.885165540310102,-0.016662709745475204,-0.5940389378869382,0.027476085928295493,-0.6162861133310288,-0.26278190693894826,-2.3519692373660446,0.4958717216128302,-0.3726784642761096,0.5624000188057146,0.43908820197537163,1.7275211312396337,-0.8571700428885658,-1.0753058481718443,0.3904370838434861,-0.47729855280262895,0.6388685914164189,-0.5884568491019366,0.7725244270933497
9,-0.014375368632520131,-0.014375368632520131,-0.014376145571736611,-0.014377926194445936,-0.014380353115505208,-0.014379007229916392,-0.014375368632520131,-0.014375368632520131,-0.014375368632520131,-0.014383613243562514,1.6675783253917362,0.13955772352804738,-2.1412336626124135,-0.7912645159200287,-1.3033588901855002,-0.039581232734786094,0.44872694401571556,-1.4371312334142428,1.3895569260908311,0.8785442313654181,0.885165540310102,-0.016662709745475204,-0.5940389378869382,0.027476085928295493,-0.6162861133310288,-0.26278190693894826,-2.3519692373660446,0.4958717216128302,-0.3726784642761096,-0.3494980394413779,0.43908820197537163,1.7275211312396337,-0.8571700428885658,-1.0753058481718443,0.3904370838434861,-0.47729855280262895,0.6388685914164189,-0.5884568491019366,0.7725244270933497,0.3439420182156535
